employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-60082660,Richard,Wright,Male,New York,Rochester,2018-04-16,Marketing,Marketing Coordinator,Bachelor,80474,Good,No,1971-06-13,
00-51313669,Jerry,Burke,Male,New York,New York City,2021-06-20,IT,IT Support Specialist,High School,64567,Good,Yes,2001-06-26,
00-88961498,Andrew,Mcconnell,Male,New York,New York City,2016-03-30,Sales,Sales Representative,Bachelor,75973,Good,No,1999-03-10,
00-15211257,Heidi,Chavez,Female,New York,Rochester,2024-10-19,Sales,Sales Representative,Bachelor,57145,Good,No,1987-04-27,
00-26707088,Paul,Reed,Male,Michigan,Warren,2018-05-19,IT,IT Support Specialist,Bachelor,67147,Excellent,Yes,1974-09-26,
00-85914700,Travis,Ramsey,Male,New York,Buffalo,2017-11-27,Sales,Sales Consultant,Bachelor,86619,Good,No,1969-09-20,
00-68558918,Christopher,Scott,Female,Virginia,Richmond,2024-03-24,Operations,Logistics Coordinator,Bachelor,55247,Satisfactory,Yes,2003-12-02,
00-56785439,Michael,Osborn,Male,New York,Buffalo,2020-06-23,IT,Software Developer,Master,88997,Good,No,1986-03-12,
00-75581713,Gary,Nash,Female,New York,Buffalo,2021-08-23,Operations,Logistics Coordinator,Bachelor,60866,Satisfactory,No,1980-07-06,
00-59416355,Carol,Patrick,Male,New York,New York City,2022-11-04,Customer Service,Support Specialist,Bachelor,68737,Satisfactory,Yes,1974-01-08,
00-97363169,Tiffany,Diaz,Male,New York,Rochester,2018-10-04,Sales,Sales Specialist,Bachelor,61582,Excellent,No,1997-08-09,
00-66913730,Christopher,Moon,Male,Michigan,Warren,2022-02-03,Operations,Inventory Specialist,High School,58376,Satisfactory,No,1985-10-21,
00-42528051,Heather,Williams,Male,New York,New York City,2019-01-29,Customer Service,Customer Service Representative,Bachelor,65973,Good,No,1988-10-12,
00-58508204,Sarah,Chavez,Female,New York,Buffalo,2021-04-17,IT,Software Developer,Master,78140,Excellent,No,2000-08-30,
00-13792466,Michele,Ramirez,Male,New York,New York City,2022-11-30,Customer Service,Support Specialist,High School,61064,Satisfactory,No,1996-05-24,
00-96615201,Jeremy,Collins,Male,New York,New York City,2017-07-09,IT,System Administrator,Bachelor,96972,Satisfactory,No,2001-08-14,
00-91260195,Jesse,Davis,Female,New York,Rochester,2019-01-19,Customer Service,Customer Service Representative,Bachelor,62343,Good,No,2000-08-26,
00-29779316,Diamond,Mueller,Female,Pennsylvania,Allentown,2017-12-14,Operations,Operations Analyst,Bachelor,72767,Excellent,No,1991-09-24,
00-90819114,Shelly,Thompson,Female,New York,Buffalo,2020-07-18,Sales,Sales Manager,PhD,137997,Satisfactory,No,1992-02-15,
00-98933292,Sheri,Jacobson,Female,New York,New York City,2023-03-27,Customer Service,Support Specialist,Bachelor,58726,Good,No,1962-10-13,
00-11655896,Lindsey,Gonzalez,Male,New York,Rochester,2016-09-17,Customer Service,Support Specialist,Bachelor,68050,Needs Improvement,No,1965-09-19,
00-22389075,Carlos,Garcia,Male,New York,New York City,2021-10-25,Sales,Sales Specialist,PhD,67765,Excellent,Yes,1989-11-17,
00-61586279,Guy,Martinez,Female,New York,Buffalo,2019-06-18,Sales,Sales Representative,Bachelor,61934,Good,No,1994-04-14,
00-88673120,Kathleen,Cummings,Male,New York,Rochester,2024-02-25,Operations,Logistics Coordinator,Bachelor,66892,Good,Yes,1982-06-02,
00-20784168,Sarah,Sanchez,Female,New York,Buffalo,2020-01-04,Sales,Sales Representative,Bachelor,65433,Satisfactory,No,1974-03-27,
00-35343427,Melissa,Miranda,Male,New York,Rochester,2023-07-06,IT,System Administrator,Bachelor,104054,Satisfactory,No,1988-04-25,
00-32256467,Andrew,Wagner,Female,New York,New York City,2023-01-21,Operations,Inventory Specialist,Bachelor,57167,Satisfactory,No,1998-07-14,
00-43939802,Dennis,Williams,Male,New York,Rochester,2022-02-26,Operations,Inventory Specialist,High School,60270,Satisfactory,No,1991-03-09,
00-77195678,David,Hensley,Male,New York,New York City,2024-10-31,IT,Software Developer,Master,85095,Good,Yes,1973-09-05,
00-98380502,Audrey,Ramirez,Male,New York,New York City,2023-03-31,IT,IT Support Specialist,High School,65112,Good,No,1991-11-13,
00-88662295,Gregory,Rodriguez,Female,New York,New York City,2018-04-01,Sales,Sales Consultant,Bachelor,84083,Good,Yes,1989-11-11,
00-65245223,Danielle,Webster,Male,New York,New York City,2022-01-25,Operations,Logistics Coordinator,Bachelor,71106,Excellent,No,1991-01-20,
00-21928391,Nicholas,Smith,Male,New York,Rochester,2016-06-17,Marketing,Content Creator,Bachelor,66850,Needs Improvement,Yes,1972-07-24,
00-86854640,Lauren,Byrd,Female,Ohio,Cleveland,2023-05-24,Operations,Inventory Specialist,High School,59938,Excellent,Yes,1973-03-14,
00-56223620,Amber,Powell,Female,New York,New York City,2023-07-11,IT,System Administrator,Master,76172,Good,Yes,1991-06-04,
00-46107432,Suzanne,Harding,Male,Michigan,Grand Rapids,2022-05-09,Customer Service,Customer Service Representative,Bachelor,71686,Good,No,1985-05-19,
00-63414658,Catherine,Higgins,Male,Pennsylvania,Allentown,2022-09-30,IT,System Administrator,Master,76968,Excellent,No,1983-09-07,
00-10861718,Karen,Mills,Male,New York,Rochester,2024-05-28,Operations,Inventory Specialist,High School,58756,Excellent,No,1985-06-23,
00-75997979,Wesley,Porter,Male,New York,New York City,2015-10-20,Marketing,Marketing Coordinator,Bachelor,83810,Good,Yes,1975-03-26,
00-19373966,Jamie,Greene,Male,New York,Buffalo,2023-05-14,IT,Software Developer,Bachelor,87565,Good,Yes,1988-10-03,
00-66081482,Kenneth,Munoz,Male,New York,Buffalo,2020-05-30,Sales,Sales Representative,Bachelor,84125,Excellent,No,1974-02-11,
00-97848347,Nicholas,Brooks,Female,North Carolina,Charlotte,2017-04-25,IT,Software Developer,Master,108663,Needs Improvement,No,1982-01-14,
00-67841075,James,Smith,Male,New York,New York City,2017-06-08,Customer Service,Help Desk Technician,Bachelor,76546,Good,No,1999-12-19,
00-60284858,Danielle,Thomas,Male,New York,New York City,2017-11-11,Sales,Sales Representative,Bachelor,74009,Good,No,1992-02-04,
00-28029744,Krystal,Curry,Male,Florida,Miami,2017-08-25,Marketing,SEO Specialist,Bachelor,97151,Needs Improvement,No,1974-03-21,
00-34425523,Kevin,Sanchez,Female,New York,Rochester,2020-01-06,Marketing,Marketing Coordinator,Bachelor,60043,Good,No,1989-04-11,
00-24795927,Jeremy,Gonzales,Female,New York,New York City,2019-06-27,IT,Software Developer,Bachelor,100272,Satisfactory,No,1991-05-02,
00-38531115,Steven,Marshall,Female,Illinois,Naperville,2017-11-18,Operations,Logistics Coordinator,Bachelor,53068,Good,Yes,2002-01-16,
00-17916438,Steven,Perry,Female,Illinois,Naperville,2022-01-19,Operations,Inventory Specialist,High School,58476,Needs Improvement,No,1993-12-24,
00-35754346,Stacie,Prince,Male,New York,Rochester,2017-12-02,Customer Service,Customer Service Representative,Bachelor,69478,Satisfactory,No,1994-11-19,
00-64867187,Kenneth,Brown,Male,New York,New York City,2019-06-19,Sales,Sales Consultant,Master,73149,Good,No,1991-11-12,
00-93808429,Paul,Valdez,Male,New York,Buffalo,2016-06-07,IT,Software Developer,Master,80072,Good,No,1973-04-03,
00-95420677,Carmen,Kelly,Female,New York,New York City,2017-07-06,Operations,Inventory Specialist,Bachelor,65268,Satisfactory,No,1966-12-14,
00-49342650,Thomas,Villa,Female,Florida,Orlando,2016-11-13,Operations,Inventory Specialist,High School,67314,Good,Yes,1975-10-18,
00-26734478,Timothy,Gomez,Female,New York,New York City,2017-03-12,Sales,Sales Consultant,PhD,110214,Satisfactory,Yes,1965-07-10,
00-55922853,Sandra,Martin,Female,Michigan,Detroit,2015-12-28,Operations,Inventory Specialist,Bachelor,61582,Satisfactory,Yes,1976-10-17,
00-41511655,Dustin,Dawson,Male,New York,Rochester,2019-04-09,Customer Service,Support Specialist,Bachelor,73450,Good,Yes,1974-11-10,
00-23530374,Angel,Robinson,Female,Ohio,Cincinnati,2015-07-09,Customer Service,Help Desk Technician,Bachelor,62448,Good,No,1984-06-14,
00-45712753,Andrew,Powell,Female,North Carolina,Raleigh,2022-10-18,IT,IT Support Specialist,High School,58856,Good,No,1982-01-07,
00-10969945,Steven,Howell,Male,New York,Buffalo,2022-04-14,HR,HR Coordinator,Bachelor,65288,Excellent,No,1971-11-28,
00-15618266,Brent,Black,Female,Michigan,Detroit,2016-02-15,Sales,Sales Specialist,Bachelor,61474,Satisfactory,No,1976-02-26,
00-80106555,Samuel,Freeman,Female,New York,Buffalo,2023-10-05,Sales,Sales Representative,Bachelor,61547,Good,Yes,2002-05-20,
00-60421010,Barry,Maxwell,Male,North Carolina,Charlotte,2021-09-23,Operations,Operations Analyst,Master,75214,Excellent,No,1984-03-10,
00-45679876,Ashley,Jones,Male,New York,Rochester,2024-12-19,Operations,Inventory Specialist,High School,66864,Good,No,1969-08-27,
00-73516094,Sarah,Gray,Female,New York,New York City,2022-08-29,Customer Service,Customer Service Representative,Bachelor,57126,Satisfactory,No,1985-03-06,
00-91117376,Scott,Sharp,Female,New York,New York City,2019-04-08,Customer Service,Customer Service Representative,High School,56993,Good,No,1974-06-26,
00-59765936,Douglas,Herman,Male,Pennsylvania,Pittsburgh,2022-02-03,Marketing,Marketing Coordinator,Bachelor,79634,Good,No,1985-06-21,
00-56047075,Patrick,Foster,Male,Ohio,Columbus,2024-01-16,Finance,Financial Analyst,PhD,93548,Good,Yes,1964-10-05,
00-42158168,Kevin,Mckay,Female,New York,New York City,2024-03-11,Customer Service,Customer Service Representative,Bachelor,55357,Good,No,2001-10-11,
00-99265296,Ashley,Butler,Female,New York,Rochester,2019-10-28,IT,Software Developer,Bachelor,94752,Satisfactory,Yes,1967-03-29,
00-91981404,Edward,Payne,Male,New York,New York City,2016-04-03,Sales,Sales Consultant,Master,76520,Needs Improvement,No,1989-07-01,
00-57785434,Sabrina,Smith,Male,New York,Buffalo,2023-01-25,IT,Software Developer,Bachelor,96433,Good,No,1990-10-17,
00-23445578,Michele,Baker,Male,New York,Rochester,2015-06-25,Operations,Inventory Specialist,High School,66171,Needs Improvement,No,1976-03-08,
00-63929804,Carl,Mcdonald,Male,New York,Rochester,2022-12-24,IT,Software Developer,Bachelor,96145,Excellent,No,1998-08-09,
00-28637880,Sandy,Snyder,Male,New York,Rochester,2015-01-30,Sales,Sales Representative,Bachelor,81054,Good,No,2001-02-17,
00-26494625,Steve,Lam,Female,New York,Rochester,2023-08-13,IT,IT Support Specialist,High School,59619,Good,No,1980-06-27,
00-47509496,Tiffany,Jefferson,Male,New York,New York City,2024-12-14,Sales,Sales Specialist,Bachelor,80465,Good,No,1974-01-01,
00-43358157,Jonathan,Hansen,Male,New York,Buffalo,2018-11-20,Marketing,Content Creator,High School,56991,Good,No,1997-05-30,
00-92993759,Lisa,Rivera,Female,New York,New York City,2022-08-31,Operations,Operations Manager,Bachelor,79101,Good,Yes,1968-10-16,
00-73780187,Alison,Contreras,Male,New York,Rochester,2020-10-31,Operations,Operations Analyst,Master,58923,Good,No,1991-01-21,
00-98614357,Brittany,Fleming,Female,New York,New York City,2017-10-21,Customer Service,Customer Service Representative,Bachelor,62109,Good,No,1985-06-11,
00-95640742,Kimberly,Sanchez,Male,New York,Buffalo,2024-10-24,Customer Service,Support Specialist,High School,56611,Good,No,2001-01-06,
00-53242747,Ryan,Nelson,Male,Michigan,Grand Rapids,2015-12-09,Operations,Logistics Coordinator,Bachelor,69772,Satisfactory,No,1994-03-26,
00-58345978,Kevin,Kaufman,Female,New York,New York City,2023-12-27,Finance,Finance Manager,PhD,127996,Needs Improvement,No,1980-02-20,
00-53691252,Brett,Vargas,Male,Virginia,Richmond,2022-10-19,Sales,Sales Consultant,Master,66195,Good,No,2003-06-16,
00-41347711,Jonathan,Holloway,Male,New York,New York City,2021-07-22,Operations,Inventory Specialist,Bachelor,70124,Good,Yes,1987-10-07,
00-63709262,Megan,Robinson,Male,New York,Rochester,2022-12-15,Customer Service,Help Desk Technician,Bachelor,88362,Excellent,No,1977-02-17,
00-20921193,Steven,Hernandez,Female,New York,Buffalo,2018-02-05,Sales,Sales Consultant,Bachelor,89660,Good,Yes,1967-01-16,
00-73904001,Amy,Cox,Female,New York,New York City,2024-09-28,Customer Service,Support Specialist,Bachelor,66775,Good,No,1975-05-05,
00-23482938,Robert,Rivera,Male,New York,Buffalo,2022-01-30,Operations,Inventory Specialist,High School,60910,Satisfactory,No,2006-04-14,
00-49441620,Francisco,Olson,Male,New York,Rochester,2021-12-04,Operations,Logistics Coordinator,Bachelor,66562,Needs Improvement,No,1982-03-30,
00-29214803,Carl,Edwards,Male,New York,Buffalo,2023-11-20,Customer Service,Customer Service Representative,High School,55043,Excellent,Yes,1995-05-24,
00-86758128,Ryan,Briggs,Male,Michigan,Grand Rapids,2023-02-26,Operations,Operations Analyst,Bachelor,63819,Excellent,No,1996-09-30,
00-77731180,Thomas,Johnson,Male,New York,Buffalo,2015-12-08,Sales,Sales Specialist,Master,55886,Needs Improvement,Yes,1981-08-13,
00-76830369,David,Young,Male,New York,New York City,2023-11-16,IT,Software Developer,Bachelor,109462,Needs Improvement,Yes,1983-04-03,
00-50446284,Travis,Mullen,Male,New York,Buffalo,2023-08-03,Marketing,Marketing Coordinator,Bachelor,81452,Satisfactory,No,1987-11-18,
00-83651529,Richard,Atkinson,Female,Pennsylvania,Philadelphia,2024-04-14,Customer Service,Support Specialist,Bachelor,61517,Good,No,1988-01-30,
00-72653244,Cheryl,Martin,Female,New York,Rochester,2017-02-27,Operations,Logistics Coordinator,Bachelor,64570,Needs Improvement,No,1995-04-08,
00-69899586,Mark,Bennett,Female,New York,Buffalo,2024-01-31,Customer Service,Support Specialist,Bachelor,54063,Good,No,1980-05-28,
00-74715566,Christopher,Hogan,Male,Michigan,Warren,2022-01-04,Sales,Sales Consultant,Bachelor,88466,Satisfactory,No,1993-04-12,
00-42333267,Amber,Vasquez,Male,Illinois,Chicago,2017-02-03,Finance,Financial Analyst,Bachelor,93818,Satisfactory,No,1995-06-03,
00-32875131,Tara,Morton,Male,New York,New York City,2022-08-24,Operations,Operations Manager,Master,96917,Good,No,1986-09-04,
00-98549488,Victoria,Smith,Male,Ohio,Cleveland,2022-03-06,Operations,Operations Analyst,Bachelor,92138,Excellent,No,1986-08-05,
00-24155900,Dennis,Terrell,Male,New York,Rochester,2019-05-14,HR,Recruiter,Bachelor,80504,Good,No,1988-06-05,
00-13922081,Gina,Serrano,Male,New York,Rochester,2017-05-11,Customer Service,Help Desk Technician,High School,73649,Good,No,1991-12-14,
00-53822194,Ashley,Williams,Male,New York,Rochester,2023-11-22,Customer Service,Customer Service Representative,High School,63602,Satisfactory,Yes,1998-01-23,
00-47628993,Mark,Williams,Male,New York,Rochester,2017-08-01,Finance,Accountant,Bachelor,93877,Good,No,1997-11-03,
00-44578317,Vanessa,Mendez,Female,New York,New York City,2022-10-27,Operations,Operations Analyst,Bachelor,64137,Good,No,1999-01-25,
00-26521948,James,Jackson,Female,New York,Rochester,2022-05-23,IT,System Administrator,Bachelor,93802,Satisfactory,No,1992-02-19,
00-81745187,Victoria,Rodriguez,Male,Illinois,Naperville,2021-08-04,Sales,Sales Specialist,Bachelor,71541,Satisfactory,No,1993-11-12,
00-76029590,Christina,Fox,Female,New York,Rochester,2016-10-30,Finance,Accountant,Bachelor,79182,Satisfactory,No,1978-12-30,
00-54667809,Justin,Brown,Male,Michigan,Warren,2023-08-09,Operations,Operations Analyst,Bachelor,72034,Good,No,1998-03-26,
00-87305664,Jordan,Schneider,Male,New York,Rochester,2022-09-12,Customer Service,Customer Service Manager,Master,84572,Satisfactory,Yes,1970-10-28,
00-90621827,Cody,Obrien,Male,New York,Rochester,2016-09-08,Sales,Sales Representative,Bachelor,82460,Satisfactory,No,1983-03-05,
00-56066984,Antonio,Phelps,Male,North Carolina,Charlotte,2018-08-31,IT,Software Developer,Bachelor,101482,Excellent,No,1975-05-24,
00-61224263,Heather,Patrick,Female,New York,New York City,2022-05-11,Sales,Sales Consultant,PhD,103815,Satisfactory,Yes,1971-03-31,
00-85416933,William,Carter,Male,Florida,Orlando,2024-09-14,Marketing,Content Creator,High School,56792,Needs Improvement,No,1991-01-27,
00-68648080,Richard,Roman,Female,New York,New York City,2023-03-27,Finance,Financial Analyst,Bachelor,81140,Satisfactory,No,1986-03-15,
00-40004485,Tracey,Parker,Female,New York,Rochester,2017-04-29,IT,IT Support Specialist,High School,60712,Good,No,1997-03-26,
00-49054205,John,Hernandez,Male,New York,New York City,2016-02-26,IT,IT Support Specialist,High School,66792,Good,No,1989-06-24,
00-21964091,Christopher,Matthews,Male,New York,New York City,2018-02-12,Operations,Logistics Coordinator,Bachelor,69253,Satisfactory,No,1987-12-23,
00-89483803,Daniel,Cole,Male,New York,Rochester,2024-02-24,Marketing,Content Creator,Bachelor,67923,Good,Yes,2003-12-05,
00-25583513,Charles,Townsend,Female,New York,New York City,2020-09-08,Customer Service,Help Desk Technician,High School,63042,Good,Yes,1979-04-12,
00-27101682,Beth,Higgins,Female,Michigan,Detroit,2023-06-08,Sales,Sales Representative,Bachelor,71160,Satisfactory,No,1989-02-25,
00-61028923,David,Newman,Female,New York,Rochester,2020-12-10,IT,IT Manager,Master,100072,Good,No,1967-06-10,
00-10225283,Andrea,Matthews,Male,Michigan,Grand Rapids,2018-12-08,Customer Service,Support Specialist,Bachelor,71553,Satisfactory,Yes,1969-01-08,
00-89196483,Jason,Kennedy,Female,New York,Rochester,2020-01-13,Customer Service,Customer Service Representative,Bachelor,59659,Good,No,2003-05-09,
00-62096010,Eric,Lee,Female,Michigan,Detroit,2024-01-25,Operations,Inventory Specialist,Bachelor,61919,Excellent,No,1983-08-20,
00-52901755,Anthony,Farrell,Female,New York,Rochester,2023-04-02,Operations,Operations Analyst,Master,62987,Good,No,2001-04-03,
00-26952687,Jacob,Jimenez,Female,New York,Rochester,2020-08-28,Operations,Operations Analyst,Master,64773,Excellent,No,1989-01-01,
00-90747752,Raymond,Fletcher,Female,New York,Buffalo,2020-04-28,Sales,Sales Consultant,PhD,93742,Good,No,1977-06-25,
00-24305720,Dean,Murphy,Female,New York,Rochester,2019-12-18,Sales,Sales Representative,Bachelor,65426,Good,Yes,1986-09-10,
00-82248455,Robert,Edwards,Male,New York,Rochester,2023-11-30,Operations,Inventory Specialist,Bachelor,62664,Satisfactory,No,1995-12-27,
00-52402900,Ashley,Graves,Male,New York,Buffalo,2017-01-03,Sales,Sales Representative,Bachelor,87845,Satisfactory,No,1980-03-25,
00-49838982,Krista,Best,Female,New York,Rochester,2023-06-01,Sales,Sales Specialist,Bachelor,79714,Satisfactory,No,2005-06-25,
00-77086404,Tommy,Mcneil,Male,Pennsylvania,Philadelphia,2022-02-23,Sales,Sales Representative,Bachelor,77338,Excellent,No,2003-11-19,
00-29787096,Nicole,Allen,Female,Michigan,Warren,2021-08-08,IT,IT Support Specialist,Bachelor,55805,Satisfactory,Yes,1997-06-18,
00-29578433,Susan,Solomon,Female,New York,Rochester,2022-09-20,Customer Service,Help Desk Technician,Bachelor,80755,Excellent,Yes,1979-08-11,
00-14609555,Robert,Townsend,Male,New York,Rochester,2020-08-18,Operations,Inventory Specialist,High School,67521,Needs Improvement,Yes,1990-07-20,
00-51458705,Jennifer,Mcbride,Female,New York,New York City,2020-05-16,Sales,Sales Consultant,PhD,90928,Satisfactory,No,1977-02-07,
00-26571059,Aaron,Webb,Male,New York,Rochester,2017-10-28,Customer Service,Support Specialist,Bachelor,64224,Satisfactory,Yes,1987-01-30,
00-87037211,Walter,Clark,Male,Ohio,Cleveland,2019-05-02,Operations,Logistics Coordinator,Bachelor,66044,Satisfactory,No,2005-12-10,
00-38951443,Donna,Doyle,Female,New York,Rochester,2020-07-03,Operations,Operations Analyst,Bachelor,82770,Good,No,1988-10-04,
00-60560976,Alyssa,Preston,Male,Virginia,Virginia Beach,2016-12-28,Sales,Sales Consultant,Bachelor,92013,Satisfactory,No,1988-04-04,
00-54713904,Cheyenne,Salazar,Male,New York,Buffalo,2017-06-08,Sales,Sales Specialist,Master,70759,Good,No,1973-01-30,
00-38268009,Stephanie,Mcbride,Female,New York,Buffalo,2023-06-15,Sales,Sales Consultant,Bachelor,80759,Excellent,No,1965-02-07,
00-40208616,Jennifer,Payne,Male,Michigan,Detroit,2022-07-16,HR,HR Manager,PhD,81714,Satisfactory,Yes,1990-11-16,
00-17055329,Katelyn,Williams,Female,New York,New York City,2024-05-01,IT,IT Support Specialist,High School,55109,Good,No,1995-03-28,
00-34027688,Richard,Sims,Female,Illinois,Aurora,2023-10-16,HR,HR Coordinator,Master,60572,Good,No,1991-04-07,
00-62587561,Thomas,Humphrey,Male,New York,Buffalo,2017-12-05,Sales,Sales Specialist,Bachelor,77234,Good,No,1996-03-14,
00-98483078,Robin,Lynch,Male,New York,Rochester,2024-03-25,Marketing,Content Creator,High School,62717,Good,No,1999-07-01,
00-31366552,Leslie,Garza,Male,Illinois,Chicago,2024-06-12,Operations,Logistics Coordinator,Bachelor,59657,Good,No,2002-01-31,
00-83543652,Kevin,Pearson,Female,Michigan,Grand Rapids,2019-01-15,Operations,Operations Analyst,Bachelor,57892,Good,No,2005-11-17,
00-66698597,Jerome,Strong,Male,New York,Rochester,2022-04-03,Operations,Inventory Specialist,High School,54396,Excellent,No,1997-02-10,
00-56748995,Joseph,Schmidt,Female,Michigan,Warren,2022-01-15,Customer Service,Customer Service Representative,Bachelor,59005,Satisfactory,Yes,1976-12-02,
00-62487600,Stephanie,Cole,Female,Virginia,Norfolk,2016-05-24,Operations,Operations Analyst,Master,60950,Good,No,1985-04-18,
00-47988968,Russell,Benjamin,Male,New York,New York City,2017-10-20,Finance,Financial Analyst,Bachelor,73591,Satisfactory,No,1990-07-07,
00-36184828,Joshua,Olsen,Male,North Carolina,Charlotte,2022-07-18,Customer Service,Support Specialist,High School,54590,Needs Improvement,No,2004-12-23,
00-83552661,Robert,Shaw,Female,New York,New York City,2019-12-13,Customer Service,Customer Service Representative,Bachelor,54925,Good,No,1986-11-03,
00-27569192,Laura,Bowman,Female,New York,Buffalo,2018-04-22,Customer Service,Help Desk Technician,High School,70347,Satisfactory,No,1972-01-27,
00-87897778,Caroline,Williams,Female,New York,New York City,2023-12-26,Operations,Operations Analyst,Bachelor,80944,Good,Yes,1976-02-25,
00-17264306,Jason,Stanley,Male,New York,Rochester,2023-04-15,Operations,Operations Analyst,Bachelor,71588,Satisfactory,No,1972-04-28,
00-50812122,Darrell,Young,Female,New York,Rochester,2019-12-27,Customer Service,Customer Service Representative,Bachelor,59965,Good,Yes,1988-09-20,
00-31970699,Ann,Murphy,Male,Michigan,Grand Rapids,2020-07-17,Marketing,Content Creator,Bachelor,59207,Excellent,No,1995-06-11,
00-69308631,James,Cohen,Female,New York,New York City,2022-01-30,Marketing,SEO Specialist,High School,89246,Satisfactory,Yes,1976-11-27,
00-49068306,Deborah,Potts,Female,New York,Rochester,2023-01-08,Customer Service,Support Specialist,High School,57605,Satisfactory,No,2002-08-13,
00-38154362,David,Curry,Male,Virginia,Virginia Beach,2017-04-04,Operations,Inventory Specialist,High School,59634,Satisfactory,Yes,1994-09-25,
00-36260378,Diane,Powers,Female,Virginia,Norfolk,2022-06-01,Operations,Inventory Specialist,Bachelor,58065,Good,No,1988-01-04,
00-11225745,Rebecca,Harris,Male,Michigan,Grand Rapids,2018-03-01,Customer Service,Support Specialist,High School,57805,Satisfactory,No,1965-10-21,
00-87266743,Connor,Huynh,Female,New York,Rochester,2016-04-22,Customer Service,Customer Service Manager,Bachelor,79828,Excellent,No,1969-03-19,
00-29811269,Amy,Dunn,Male,New York,New York City,2018-01-25,Operations,Inventory Specialist,Bachelor,68205,Satisfactory,Yes,2001-02-06,
00-67325876,Tonya,Marks,Male,New York,Buffalo,2022-11-07,Customer Service,Support Specialist,High School,62016,Good,No,1995-05-28,
00-32578497,Aaron,Allen,Female,Illinois,Chicago,2024-10-11,Customer Service,Customer Service Representative,Bachelor,64224,Needs Improvement,No,1985-03-26,
00-22891308,Laura,Blackburn,Male,Michigan,Warren,2018-12-18,Operations,Inventory Specialist,Bachelor,71749,Excellent,No,1995-07-25,
00-73602527,Daniel,Hayes,Female,Pennsylvania,Pittsburgh,2017-02-14,IT,System Administrator,Bachelor,79943,Satisfactory,No,1998-10-08,
00-17042688,Katie,Chan,Female,Michigan,Detroit,2016-06-18,Customer Service,Customer Service Manager,PhD,94174,Satisfactory,No,1965-03-25,
00-79180538,David,Contreras,Male,New York,Rochester,2022-04-12,Operations,Inventory Specialist,Bachelor,68214,Good,No,1991-04-05,
00-89643778,Christopher,Mccormick,Female,New York,New York City,2019-05-09,Finance,Financial Analyst,Master,80881,Excellent,No,1993-05-21,
00-29940502,Paul,Lopez,Female,New York,Buffalo,2021-12-10,Sales,Sales Consultant,PhD,116802,Satisfactory,No,1976-10-13,
00-64223156,Jessica,Bartlett,Male,New York,New York City,2017-08-14,Sales,Sales Representative,Bachelor,61119,Satisfactory,No,1996-08-27,
00-25945407,Tara,Miranda,Female,New York,New York City,2017-12-28,Customer Service,Support Specialist,High School,61518,Needs Improvement,No,1999-05-05,
00-75582257,Francis,Peterson,Male,New York,Buffalo,2018-07-10,Customer Service,Help Desk Technician,High School,59061,Excellent,No,1982-04-01,
00-90014633,Hannah,Lee,Female,New York,Buffalo,2024-12-27,IT,Software Developer,Master,92220,Satisfactory,No,1995-05-07,
00-97616925,Katherine,Bell,Male,New York,New York City,2022-05-04,Sales,Sales Representative,Bachelor,79941,Good,Yes,1991-01-28,
00-98384904,Paul,Sherman,Female,New York,Buffalo,2016-02-07,Operations,Operations Manager,Master,106331,Good,Yes,1993-03-18,
00-72233240,William,Cain,Female,New York,New York City,2023-03-19,IT,System Administrator,Master,81405,Satisfactory,Yes,1979-02-22,
00-97283256,James,Walsh,Male,New York,New York City,2018-10-09,Sales,Sales Representative,Bachelor,63539,Good,No,1983-03-13,
00-94870367,Julie,Jones,Female,Michigan,Grand Rapids,2022-12-28,Customer Service,Help Desk Technician,High School,65503,Satisfactory,No,1984-01-10,
00-59301266,Jeremy,Sandoval,Male,North Carolina,Charlotte,2015-11-29,Marketing,SEO Specialist,High School,75519,Good,No,1980-10-07,
00-25653496,Troy,Townsend,Male,New York,Buffalo,2016-05-21,Sales,Sales Consultant,PhD,66920,Satisfactory,No,1985-06-18,
00-75661787,Dawn,Gonzalez,Female,North Carolina,Raleigh,2021-01-16,Operations,Inventory Specialist,High School,56825,Satisfactory,Yes,1990-10-09,
00-78417285,Shawn,Smith,Female,Michigan,Warren,2017-05-10,Operations,Inventory Specialist,High School,60042,Good,No,1979-11-03,
00-88765739,Vanessa,Peck,Male,New York,Rochester,2020-08-24,Operations,Inventory Specialist,Bachelor,69265,Needs Improvement,No,1978-02-28,
00-86857173,Robert,Monroe,Male,New York,Rochester,2019-12-19,IT,Software Developer,Master,92557,Satisfactory,No,2003-04-17,
00-22690720,Michelle,Miller,Male,New York,Buffalo,2023-11-03,Customer Service,Support Specialist,High School,58839,Satisfactory,Yes,1992-02-20,
00-34306373,Brooke,Hoffman,Male,New York,New York City,2018-02-12,Operations,Logistics Coordinator,Bachelor,73096,Excellent,No,1986-10-30,
00-96516297,Derek,Snyder,Female,New York,Buffalo,2022-12-29,Sales,Sales Specialist,PhD,82702,Satisfactory,Yes,1990-11-20,
00-50045650,Jessica,Peterson,Female,New York,New York City,2020-08-16,IT,IT Manager,PhD,154571,Excellent,Yes,1963-10-11,
00-23346779,Antonio,Conley,Female,Ohio,Cleveland,2018-04-26,Sales,Sales Consultant,Master,98323,Excellent,Yes,1994-07-15,
